dataset,method,base_method,centrality,proportion,ri,ch,fm,v,dbs,ss
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p90,SSKISOMAP,eigenvector,90,0.09842368319876965,0.19269930069973554,0.5818671086382586,0.07886143798498031,0.08876161176285328,0.521175786885022
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p100,SSKISOMAP,eigenvector,100,0.0034602076124566152,0.13041089085104,0.06579415991762375,0.022512472012028457,0.10086339941822109,0.0811082295118949
qsar-biodeg_norm,KISOMAP,KISOMAP,,,0.7443291041906961,0.30326795991313105,0.8209150764648018,0.6589230860966203,0.09780100616522247,0.2390605849040833
qsar-biodeg_norm,UMAP,UMAP,,,0.042387543252595396,0.13514194709862928,0.20700216006074118,0.5166725879405613,0.12110636813251643,0.048865876353002984
qsar-biodeg_norm,TSNE,TSNE,,,0.6782006920415226,0.20161479299005977,0.7718511341976197,0.5496890096870466,0.06306490626156268,0.09393367308208667
qsar-biodeg_norm,LLE,LLE,,,0.1695501730103805,1.0,0.7657559418999256,0.0742539910099931,0.010242075602012662,1.0
qsar-biodeg_norm,SE,SE,,,0.5551710880430604,0.252514296976779,0.5636974754086834,0.4888527011806542,0.07959871179031512,0.20383649902014941
qsar-biodeg_norm,KPCA,KPCA,,,0.21232218377547107,0.15563462214461002,0.8736051946154119,0.12644881461980828,0.03855790094279579,0.6252150141909103
qsar-biodeg_norm,LDA,LDA,,,1.0,0.5742167608452386,1.0,1.0,0.00947476268691629,0.4235800529858111
qsar-biodeg_norm,PLS,PLS,,,1.0,0.5742167608452384,1.0,1.0,0.009474762686916258,0.4235800529858111
cnae-9_norm,RAW,RAW,,,0.0,0.0034192508066570987,0.4712941790011605,0.0,0.0,0.9907434840120394
cnae-9_norm,ISOMAP,ISOMAP,,,0.5306771619581625,0.18795188735465862,0.2596368756783142,0.15518295402241516,1.0,0.282214532389786
cnae-9_norm,SSKISOMAP_betweenness_centrality_p10,SSKISOMAP,betweenness,10,0.889691610955359,0.016494216153872473,0.0,0.3589014587667301,0.10729745758194556,0.199152290986094
cnae-9_norm,SSKISOMAP_betweenness_centrality_p20,SSKISOMAP,betweenness,20,0.8858906620659909,0.010014532030171244,0.11407044558199617,0.3799333544726815,0.09763809206761741,0.10410146467828196
cnae-9_norm,SSKISOMAP_betweenness_centrality_p30,SSKISOMAP,betweenness,30,0.8794479189130903,0.025281056240769494,0.28065006621008426,0.47601780638269614,0.07136087935657241,0.30446069773010387
cnae-9_norm,SSKISOMAP_betweenness_centrality_p40,SSKISOMAP,betweenness,40,0.8295233987491913,0.018248709577773723,0.2806870019720051,0.511246787264029,0.08267966125562015,0.2794905585548198
cnae-9_norm,SSKISOMAP_betweenness_centrality_p50,SSKISOMAP,betweenness,50,0.8852976062109121,0.005189615329447558,0.3933777275573281,0.5587117232591866,0.25849511003866155,0.1738774660207625
cnae-9_norm,SSKISOMAP_betweenness_centrality_p60,SSKISOMAP,betweenness,60,0.8963769678671555,0.03140902278151444,0.47005967633071105,0.5841437631927596,0.061159322608606924,0.33303119563041167
cnae-9_norm,SSKISOMAP_betweenness_centrality_p70,SSKISOMAP,betweenness,70,0.8982909208540004,0.007780234223897012,0.3668248223266033,0.5791613156727076,0.261372173998406,0.21429426396840784
cnae-9_norm,SSKISOMAP_betweenness_centrality_p80,SSKISOMAP,betweenness,80,0.930882035799008,0.009228534039647266,0.5023775120262938,0.6093303811492529,0.15307197147567206,0.20565225619237898
cnae-9_norm,SSKISOMAP_betweenness_centrality_p90,SSKISOMAP,betweenness,90,0.9092624541729566,0.012506972035706868,0.5894021867963916,0.6257725606026352,0.26822751792714683,0.21364315408459122
cnae-9_norm,SSKISOMAP_betweenness_centrality_p100,SSKISOMAP,betweenness,100,0.927054129825318,0.014956810118551643,0.483906941165233,0.6306563883869177,0.14238030483249112,0.11854558385707784
cnae-9_norm,SSKISOMAP_degree_centrality_p10,SSKISOMAP,degree,10,0.9106642225576882,0.05506345608534946,0.26197322696721975,0.6393254885965449,0.09451487834029121,0.3516772474764142
cnae-9_norm,SSKISOMAP_degree_centrality_p20,SSKISOMAP,degree,20,0.8747573862411041,0.04099407488434758,0.21313138759424055,0.5656081926943722,0.09967217625247116,0.28617986957769337
cnae-9_norm,SSKISOMAP_degree_centrality_p30,SSKISOMAP,degree,30,0.8148048307095104,0.043800603285710255,0.08678831501514069,0.45201255763529063,0.1469347677005296,0.2659624161653529
cnae-9_norm,SSKISOMAP_degree_centrality_p40,SSKISOMAP,degree,40,0.8590414060815182,0.029580829349676555,0.18366283402060785,0.5352865712946078,0.15021758266987748,0.2602342194918436
cnae-9_norm,SSKISOMAP_degree_centrality_p50,SSKISOMAP,degree,50,0.8328660772050894,0.05799853727404997,0.22191690783048862,0.5103978347987047,0.07390048317114943,0.3749474065520221
cnae-9_norm,SSKISOMAP_degree_centrality_p60,SSKISOMAP,degree,60,0.8989648479620445,0.009623167177559448,0.29260316023162497,0.5767252565653133,0.2856192816878823,0.3036179720670323
